1,1,1,1,xuzhi,ext/date/lib/tm2unixtime.c,fa87a2ebfc243a919a8b9dbfe7d011690bc73fb9,modified,2012-10-30T10:25:20Z,2017-03-20 14:19:01,2017-03-20 14:19:01
2,1,2,1,xuzhi,ext/date/lib/tm2unixtime.c,d87131dc6086a39df3d1889b63d57d4ed8bf54a8,modified,2012-10-31T03:10:25Z,2017-03-20 14:19:01,2017-03-20 14:19:01
3,1,3,1,xuzhi,ext/date/tests/bug63392.phpt,7e7fd98a036ec15cbbb5c166f1d748018eaba4ce,added,2012-11-01T11:34:28Z,2017-03-20 14:19:02,2017-03-20 14:19:02
4,1,4,1,xuzhi,ext/date/tests/bug63392.phpt,c923b269597dba57431328f0a2dfcf56ebda121b,modified,2012-11-01T18:17:48Z,2017-03-20 14:19:02,2017-03-20 14:19:02
5,1,5,1,xuzhi,ext/date/tests/bug63392.phpt,51cb7b9ff6d906f9006c4a8368ee0d0de81c5225,modified,2012-11-01T18:36:16Z,2017-03-20 14:19:03,2017-03-20 14:19:03
6,1,6,2,gureedo,ext/pdo_oci/oci_driver.c,2e4f9aebaad21479eb81aad57d43064feebea159,modified,2014-03-27T05:16:10Z,2017-03-20 14:24:25,2017-03-20 14:24:25
7,1,6,2,gureedo,ext/pdo_oci/oci_statement.c,7963a81930c9cab7d9ae6b510474f311046f15f6,modified,2014-03-27T05:16:10Z,2017-03-20 14:24:25,2017-03-20 14:24:25
8,1,6,2,gureedo,ext/pdo_oci/php_pdo_oci_int.h,04509064e2f0abe35d545b334a7718e16da71df1,modified,2014-03-27T05:16:10Z,2017-03-20 14:24:25,2017-03-20 14:24:25
9,1,6,2,gureedo,ext/pdo_oci/tests/bug54379.phpt,36d86632ebeed0f431f60651517e0d6d4730431f,added,2014-03-27T05:16:10Z,2017-03-20 14:24:25,2017-03-20 14:24:25
10,1,7,3,Bill Schaller,ext/pdo_odbc/odbc_stmt.c,3b82b423e3829b0ef8e9a0e572e3e57f5fb84ddd,modified,2014-03-10T11:44:30Z,2017-03-20 14:24:26,2017-03-20 14:24:26
11,1,8,3,Bill Schaller,ext/pdo_odbc/odbc_stmt.c,2410496c7dc5ba23a262874fbf549a0fc82303f8,modified,2014-03-10T16:12:52Z,2017-03-20 14:24:26,2017-03-20 14:24:26
12,1,9,4,gureedo,ext/pdo_oci/oci_statement.c,61646e8f4b0adaead7efe793691d515ea048972b,modified,2014-04-22T08:38:24Z,2017-03-20 14:24:27,2017-03-20 14:24:27
13,1,9,4,gureedo,ext/pdo_oci/tests/bug55138.phpt,bfa31280f2c37bb7b7b556eec814d9cdf3e56cd6,added,2014-04-22T08:38:24Z,2017-03-20 14:24:27,2017-03-20 14:24:27
14,1,10,5,Dmitry Saprykin,sapi/fpm/fpm/fpm_main.c,c4dc06f749335ab0160682c60e6f96f6ff155d61,modified,2014-07-07T11:14:19Z,2017-03-20 14:24:27,2017-03-20 14:24:27
15,1,11,6,nil0x42,sapi/cli/php_cli_server.c,c5e50d3967bb47f667884411bca4be5cef23bdb6,modified,2014-07-11T17:48:03Z,2017-03-20 14:30:28,2017-03-20 14:30:28
